Order_ID,Order_Date,Order_Time,Customer_ID,Customer_Name,Customer_Email,Customer_Phone,Customer_Age,Customer_Gender,Customer_City,Customer_State,Customer_Country,Customer_Zip,Customer_Segment,Product_Name,Product_Category,SKU,Quantity,Unit_Price_INR,Discount_Percent,Discount_Amount_INR,Tax_Amount_INR,Total_Amount_INR,Payment_Method,Payment_Status,Shipping_Method,Shipping_Cost_INR,Order_Status,Delivery_Date,Days_to_Deliver,Customer_Rating,Customer_Review,Sales_Channel,Referral_Source,First_Time_Customer,Customer_Lifetime_Orders,Marketing_Campaign
ORD-10482,2025-09-06,13:51:19,CUST-5395,Kaveri Singh,kaveri.singh81@email.com,+91-9411690696,33,Female,Vijayawada,Andhra Pradesh,India,520001,Regular,Biotin Hair Gummies (30N) No Added Sugar,Hair Care - Supplements,BIO-GUM-30N,1,599,10,59.9,80.86,669.97,Debit Card,Completed,Standard,50,Delivered,2025-09-08,2,5,Excellent!,Website,Instagram,No,6,Beard Goals
ORD-10483,2025-09-18,09:08:41,CUST-5140,Ganesh Sharma,ganesh.sharma11@email.com,+91-9970089436,45,Male,Bangalore,Karnataka,India,560001,Premium,0.5 mm Dermaroller for Hair,Hair Care - Tools,DR-HAIR-05MM,1,449,10,44.9,60.62,514.72,UPI,Completed,Standard,50,Delivered,2025-09-23,5,5,Amazing product!,Website,Google Ads,No,12,Premium Protein
ORD-10484,2025-09-14,08:56:09,CUST-5000,Radha Reddy,radha.reddy80@email.com,+91-9269221458,44,Female,Coimbatore,Tamil Nadu,India,641001,Regular,Anti-Dandruff Shampoo (100 ml),Hair Care - Shampoos,ADS-100ML,1,299,15,44.85,38.12,342.27,UPI,Completed,Standard,50,Delivered,2025-09-22,8,4,Happy with purchase.,Website,Instagram,No,5,Stress Relief
ORD-10485,2025-09-16,11:16:58,CUST-5422,Nisha Gupta,nisha.gupta94@email.com,+91-9248020008,37,Female,Pune,Maharashtra,India,411001,Premium,DHT Blocking Shampoo (300ml),Hair Care - Shampoos,DHT-SHP-300,3,649,5,97.35,277.45,2227.1,Debit Card,Completed,Express,100,Delivered,2025-09-20,4,4,Satisfied with quality.,Mobile App,Email Campaign,No,2,Advanced Wellness
ORD-10486,2025-09-22,14:49:27,CUST-5062,Ashok Joshi,ashok.joshi28@email.com,+91-9822229083,30,Male,Noida,Uttar Pradesh,India,201301,Premium,Gut Strength Kit,Health Kits,GUT-KIT-001,1,2299,5,114.95,327.61,2611.66,Debit Card,Completed,Express,100,Delivered,2025-09-27,5,4,Works well.,Mobile App,Instagram,Yes,1,Beard Goals
ORD-10487,2025-09-08,12:25:07,CUST-5013,Suresh Patel,suresh.patel29@email.com,+91-9594553305,40,Male,Bhopal,Madhya Pradesh,India,462001,Regular,Charcoal Body Wash (750 ml),Body Care - Cleansers,CHR-BW-750ML,2,599,15,179.7,152.74,1221.04,COD,Completed,Standard,50,Delivered,2025-09-14,6,5,Best purchase!,Mobile App,Facebook Ads,No,2,New Customer Welcome
ORD-10488,2025-09-29,08:38:32,CUST-5191,Ganesh Kapoor,ganesh.kapoor96@email.com,+91-9650883664,25,Male,Rajkot,Gujarat,India,360001,Regular,Muscle Gain Kit - 1 Month Pack,Fitness Kits,MUS-GAN-1M,1,3499,5,174.95,498.61,3922.66,COD,Completed,Express,100,Delivered,2025-10-01,2,5,Amazing product!,Mobile App,Email Campaign,No,15,Magnesium Monday
ORD-10489,2025-09-30,14:42:12,CUST-5413,Shilpa Desai,shilpa.desai30@email.com,+91-9350728630,33,Female,Ahmedabad,Gujarat,India,380001,Premium,Hair Activator+ (Derma Roller),Hair Care - Tools,HA-DR-001,2,599,0,0.0,179.7,1477.7,UPI,Completed,Express,100,In Transit,,,,,Website,Youtube,No,17,Fitness September
ORD-10490,2025-09-03,12:46:49,CUST-5151,Rohan Gupta,rohan.gupta4@email.com,+91-9599619974,23,Male,Kolkata,West Bengal,India,700001,Regular,Anti-Dandruff Shampoo (200 ml),Hair Care - Shampoos,ADS-200ML,2,449,15,134.7,114.49,927.79,UPI,Completed,Standard,50,Delivered,2025-09-08,5,5,Best purchase!,Mobile App,Facebook Ads,No,5,Hydration Hero
ORD-10491,2025-09-25,15:26:46,CUST-5027,Arun Malhotra,arun.malhotra74@email.com,+91-9419344911,30,Male,Jaipur,Rajasthan,India,302001,Premium,Creatine Gummies,Gummies & Supplements,CRE-GUM-001,1,799,15,119.85,101.87,881.02,UPI,Completed,Express,100,Delivered,2025-10-01,6,4,Good value for money.,Website,Organic Search,Yes,1,Fitness Influencer
ORD-10492,2025-09-12,14:40:06,CUST-5254,Prakash Joshi,prakash.joshi2@email.com,+91-9828876323,39,Male,Patna,Bihar,India,800001,Regular,Blemish Defense Kit| 1x Clean Oil Control Face Wash + 1x CLEAR Blemish Correction Gel,Skin Care - Kits,BLEM-DEF-KIT,1,799,15,119.85,101.87,831.02,COD,Completed,Standard,50,Delivered,2025-09-18,6,5,Amazing product!,Mobile App,Google Ads,Yes,1,Diwali Wellness
ORD-10493,2025-09-26,12:15:38,CUST-5102,Manoj Malhotra,manoj.malhotra67@email.com,+91-9218077495,35,Male,Varanasi,Uttar Pradesh,India,221001,Premium,Biotin Hair Gummies (90N) No Added Sugar,Hair Care - Supplements,BIO-GUM-90N,1,1299,0,0.0,194.85,1543.85,Debit Card,Completed,Standard,50,Delivered,2025-10-02,6,4,Happy with purchase.,Website,Facebook Ads,No,14,Stress Relief
ORD-10494,2025-09-27,15:33:27,CUST-5092,Rahul Joshi,rahul.joshi49@email.com,+91-9942355218,49,Male,Indore,Madhya Pradesh,India,452001,Premium,Whey Protein Powder 500 gm,Protein Supplements,WHY-500GM,3,1499,0,0.0,674.55,5221.55,Credit Card,Completed,Standard,50,Delivered,2025-10-03,6,5,Best purchase!,Mobile App,Email Campaign,No,11,Plant Power
ORD-10495,2025-09-03,17:09:04,CUST-5033,Shobha Joshi,shobha.joshi88@email.com,+91-9206400966,40,Female,Thrissur,Kerala,India,680001,Premium,Hydrolyzed Whey Protein Isolate (Pack of 5),Protein Supplements,HYD-WHY-PK5,3,1999,5,299.85,854.57,6601.72,Credit Card,Completed,Standard,50,Delivered,2025-09-08,5,5,Excellent!,Mobile App,Youtube,No,14,Wellness Bundle
ORD-10496,2025-09-10,15:01:11,CUST-5327,Shilpa Rao,shilpa.rao43@email.com,+91-9893138683,38,Female,Chennai,Tamil Nadu,India,600001,Regular,Complete Beard Activator Kit for 18-21 + Genetics Concern,Beard Care - Kits,BRD-ACT-1821,2,2499,0,0.0,749.7,5847.7,UPI,Completed,Express,100,Delivered,2025-09-14,4,5,Highly recommend!,Mobile App,Direct,No,5,Summer Fitness
ORD-10497,2025-09-13,13:42:51,CUST-5257,Rohan Kapoor,rohan.kapoor40@email.com,+91-9125069960,46,Male,Rajkot,Gujarat,India,360001,Regular,Complete Beard Growth Kit for 18-21 + Genetics Concern,Beard Care - Kits,BRD-GRW-1821,1,2599,0,0.0,389.85,3088.85,Credit Card,Completed,Express,100,Delivered,2025-09-21,8,5,Best purchase!,Mobile App,Direct,Yes,1,Summer Fitness
ORD-10498,2025-09-19,16:50:02,CUST-5335,Pooja Pillai,pooja.pillai30@email.com,+91-9655740765,36,Female,Hyderabad,Telangana,India,500001,Regular,Beard Development Kit for 22-28 + Lifestyle Concern,Beard Care - Kits,BRD-DEV-2228L,2,2399,5,239.9,683.72,5341.82,Debit Card,Completed,Express,100,Delivered,2025-09-23,4,5,Amazing product!,Mobile App,Youtube,No,7,Monsoon Care
ORD-10499,2025-09-14,15:50:11,CUST-5317,Ajay Joshi,ajay.joshi80@email.com,+91-9360967114,47,Male,Bhopal,Madhya Pradesh,India,462001,Regular,Creatine Monohydrate (150g - Unflavoured),Creatine Supplements,CRE-UNF-150G,1,599,5,29.95,85.36,704.41,Credit Card,Completed,Standard,50,Delivered,2025-09-17,3,3,Good but not great.,Website,Email Campaign,Yes,1,Stress Relief
ORD-10500,2025-09-20,15:31:45,CUST-5192,Neha Agarwal,neha.agarwal45@email.com,+91-9494417843,41,Female,Gurgaon,Haryana,India,122001,Regular,Dandruff Treatment Kit - Sticky Scales,Hair Care - Kits,DTK-SS-001,1,1799,0,0.0,269.85,2168.85,UPI,Completed,Express,100,Delivered,2025-09-25,5,4,Satisfied with quality.,Website,Organic Search,No,17,Fitness September
ORD-10501,2025-09-03,10:34:38,CUST-5176,Ajay Verma,ajay.verma81@email.com,+91-9375026419,23,Male,Jaipur,Rajasthan,India,302001,Regular,Gut Strength Kit,Health Kits,GUT-KIT-001,2,2299,10,459.8,620.73,4808.93,UPI,Completed,Standard,50,Delivered,2025-09-11,8,4,Works well.,Website,Youtube,No,9,Hydration Hero
ORD-10502,2025-09-24,14:25:17,CUST-5165,Varun Pillai,varun.pillai86@email.com,+91-9458296510,23,Male,Visakhapatnam,Andhra Pradesh,India,530001,Regular,10% Magnesium Body Lotion - 200 ml,Body Care,MAG-LOT-200ML,2,649,15,194.7,165.49,1368.79,COD,Completed,Express,100,Delivered,2025-10-02,8,4,Satisfied with quality.,Website,Instagram,No,16,Magnesium Monday
ORD-10503,2025-09-03,11:37:24,CUST-5401,Jaya Chatterjee,jaya.chatterjee42@email.com,+91-9030108630,46,Female,Bangalore,Karnataka,India,560001,Regular,Growmax Topical Solution + Activator (Derma Roller),Hair Care - Kits,GRW-ACT-KIT,2,1399,15,419.7,356.75,2785.05,Credit Card,Completed,Standard,50,Delivered,2025-09-06,3,5,Best purchase!,Website,Youtube,No,9,Diwali Wellness
ORD-10504,2025-09-06,14:32:51,CUST-5070,Ramesh Chatterjee,ramesh.chatterjee52@email.com,+91-9582442945,40,Male,Vadodara,Gujarat,India,390001,Premium,Hair Growth Oil (100ml),Hair Care - Oils,HGO-100ML,1,599,0,0.0,89.85,738.85,COD,Completed,Standard,50,Delivered,2025-09-09,3,5,Highly recommend!,Website,Facebook Ads,No,7,New Customer Welcome
ORD-10505,2025-09-12,17:39:56,CUST-5319,Sarala Patel,sarala.patel58@email.com,+91-9229294747,34,Female,Rajkot,Gujarat,India,360001,Regular,Hydrolyzed Whey Protein Isolate (Pack of 5),Protein Supplements,HYD-WHY-PK5,2,1999,5,199.9,569.71,4417.81,Debit Card,Completed,Standard,50,Delivered,2025-09-15,3,4,Good product!,Website,Email Campaign,No,20,Advanced Wellness
ORD-10506,2025-09-06,17:33:21,CUST-5264,Arjun Sharma,arjun.sharma63@email.com,+91-9288435540,48,Male,Chennai,Tamil Nadu,India,600001,Regular,SWASH Intimate Wash (120ml),Body Care - Hygiene,SWH-INT-120,2,399,10,79.8,107.73,925.93,COD,Completed,Express,100,Delivered,2025-09-14,8,5,Best purchase!,Website,Organic Search,Yes,1,Premium Protein
ORD-10507,2025-09-22,17:57:11,CUST-5407,Kavita Joshi,kavita.joshi69@email.com,+91-9541606792,26,Female,Patna,Bihar,India,800001,Regular,DHT Blocking Shampoo (200ml),Hair Care - Shampoos,DHT-SHP-200,1,499,10,49.9,67.36,616.47,UPI,Completed,Express,100,Delivered,2025-09-28,6,4,Satisfied with quality.,Website,Instagram,No,13,Beard Goals
ORD-10508,2025-09-10,08:55:27,CUST-5112,Lakshmi Agarwal,lakshmi.agarwal86@email.com,+91-9645178741,46,Female,Thrissur,Kerala,India,680001,Regular,Multivitamin Gummies (60N) No Sugar,Gummies & Supplements,MLT-GUM-60N,1,799,10,79.9,107.86,876.97,COD,Completed,Standard,50,Delivered,2025-09-16,6,5,Highly recommend!,Mobile App,Instagram,No,4,Gut Health Focus
ORD-10509,2025-09-18,12:39:02,CUST-5004,Rashmi Desai,rashmi.desai65@email.com,+91-9357486919,34,Female,Ahmedabad,Gujarat,India,380001,Premium,Charcoal Body Wash (750 ml),Body Care - Cleansers,CHR-BW-750ML,1,599,10,59.9,80.86,719.97,Debit Card,Completed,Express,100,Delivered,2025-09-24,6,5,Amazing product!,Website,Organic Search,No,7,Beard Goals
ORD-10510,2025-09-10,10:35:25,CUST-5047,Harish Rao,harish.rao55@email.com,+91-9608771798,29,Male,Vadodara,Gujarat,India,390001,Regular,Hydrolyzed Whey Protein Isolate (Pack of 5),Protein Supplements,HYD-WHY-PK5,1,1999,10,199.9,269.86,2168.96,Debit Card,Completed,Express,100,Delivered,2025-09-18,8,3,Average quality.,Website,Youtube,No,19,Stress Relief
ORD-10511,2025-09-20,10:17:06,CUST-5107,Krishna Malhotra,krishna.malhotra4@email.com,+91-9190089775,48,Male,Bangalore,Karnataka,India,560001,Premium,Stage 3 Hair Regrowth Kit,Hair Care - Kits,HR-STG3-KIT,1,2999,0,0.0,449.85,3498.85,Credit Card,Completed,Standard,50,Delivered,2025-09-28,8,5,Highly recommend!,Mobile App,Facebook Ads,No,13,Monsoon Care
ORD-10512,2025-10-02,15:03:11,CUST-5136,Sridevi Shah,sridevi.shah79@email.com,+91-9532421774,44,Female,Pune,Maharashtra,India,411001,Regular,Growmax Topical Solution (60ml),Hair Care - Topicals,GRW-TOP-60ML,1,899,10,89.9,121.36,1030.47,Debit Card,Pending,Express,100,Processing,,,,,Website,Email Campaign,Yes,1,Performance Max
ORD-10513,2025-09-13,15:33:30,CUST-5154,Shilpa Rao,shilpa.rao91@email.com,+91-9017808470,23,Female,Visakhapatnam,Andhra Pradesh,India,530001,Regular,1 MM Dermaroller for Hair,Hair Care - Tools,DR-HAIR-1MM,1,499,15,74.85,63.62,537.77,COD,Completed,Standard,50,Delivered,2025-09-16,3,4,Good value for money.,Website,Direct,No,9,Fitness September
ORD-10514,2025-09-23,09:04:16,CUST-5152,Balaji Desai,balaji.desai86@email.com,+91-9235022569,43,Male,Jaipur,Rajasthan,India,302001,Regular,Biotin Hair Gummies (60N) No Added Sugar,Hair Care - Supplements,BIO-GUM-60N,2,999,5,99.9,284.71,2232.82,Credit Card,Completed,Standard,50,Delivered,2025-09-30,7,4,Good product!,Website,Youtube,No,2,Clear Skin October
ORD-10515,2025-09-03,14:52:28,CUST-5083,Krishna Shah,krishna.shah87@email.com,+91-9548372311,42,Male,Bangalore,Karnataka,India,560001,Regular,Biotin Hair Gummies (90N) No Added Sugar,Hair Care - Supplements,BIO-GUM-90N,2,1299,0,0.0,389.7,3037.7,Debit Card,Completed,Standard,50,Delivered,2025-09-07,4,5,Love it!,Mobile App,Instagram,Yes,1,Health Plus
ORD-10516,2025-09-27,09:07:11,CUST-5166,Rekha Iyer,rekha.iyer11@email.com,+91-9226724881,48,Female,Patna,Bihar,India,800001,Premium,Advanced Growmax + Activator (Derma Roller),Hair Care - Kits,AGW-ACT-DR,2,1599,5,159.9,455.71,3543.82,UPI,Completed,Standard,50,Delivered,2025-09-30,3,5,Amazing product!,Website,Youtube,No,12,Hydration Hero
ORD-10517,2025-09-03,13:50:46,CUST-5412,Varun Rao,varun.rao57@email.com,+91-9382037063,32,Male,Bhopal,Madhya Pradesh,India,462001,Premium,Hair Growth Oil (100ml),Hair Care - Oils,HGO-100ML,1,599,0,0.0,89.85,738.85,COD,Completed,Standard,50,Delivered,2025-09-10,7,4,Good product!,Mobile App,Email Campaign,Yes,1,Hair Growth Challenge
ORD-10518,2025-10-03,11:17:38,CUST-5473,Divya Joshi,divya.joshi47@email.com,+91-9644931620,40,Female,Ludhiana,Punjab,India,141001,Regular,Biotin Hair Gummies (60N) No Added Sugar,Hair Care - Supplements,BIO-GUM-60N,1,999,10,99.9,134.87,1083.97,UPI,Pending,Standard,50,Processing,,,,,Website,Google Ads,Yes,1,Plant Power
ORD-10519,2025-09-18,13:08:29,CUST-5345,Ganesh Shah,ganesh.shah3@email.com,+91-9244626756,26,Male,Nashik,Maharashtra,India,422001,Regular,Hair Growth Oil (100ml),Hair Care - Oils,HGO-100ML,1,599,10,59.9,80.86,719.97,Credit Card,Completed,Express,100,Delivered,2025-09-23,5,4,Good product!,Mobile App,Instagram,No,19,Monsoon Care
ORD-10520,2025-09-13,11:13:42,CUST-5034,Rekha Pillai,rekha.pillai41@email.com,+91-9165425667,49,Female,Ludhiana,Punjab,India,141001,Regular,Endure Long Last Spray (20ml),Performance Products,END-SPR-20ML,1,799,0,0.0,119.85,968.85,COD,Completed,Standard,50,Delivered,2025-09-18,5,5,Excellent!,Website,Google Ads,No,15,Wellness Bundle
ORD-10521,2025-10-01,14:38:09,CUST-5228,Ashok Singh,ashok.singh22@email.com,+91-9568619390,37,Male,Bangalore,Karnataka,India,560001,Regular,Growmax+ Serum (50ml),Hair Care - Topicals,GRWP-SER-50,1,1299,10,129.9,175.36,1394.46,UPI,Pending,Standard,50,Processing,,,,,Website,Email Campaign,No,5,Wellness Bundle
ORD-10522,2025-09-24,17:58:20,CUST-5111,Ganesh Kumar,ganesh.kumar68@email.com,+91-9431197729,41,Male,Visakhapatnam,Andhra Pradesh,India,530001,Regular,Complete Endurance Kit| 1x Endure Spray + 1x Tostero Capsules,Performance Kits,END-KIT-COMP,1,1899,10,189.9,256.36,2065.47,Credit Card,Completed,Express,100,Delivered,2025-09-30,6,5,Love it!,Mobile App,Instagram,No,5,Quick Start Pack
ORD-10523,2025-09-09,14:55:45,CUST-5322,Aditya Pillai,aditya.pillai18@email.com,+91-9727726908,48,Male,Chandigarh,Chandigarh,India,160001,Regular,Moderate Dandruff Kit,Hair Care - Kits,MDK-001,1,1499,20,299.8,179.88,1429.08,COD,Completed,Standard,50,Delivered,2025-09-17,8,5,Love it!,Website,Google Ads,No,10,Advanced Wellness
ORD-10524,2025-10-03,15:08:10,CUST-5457,Ravi Patel,ravi.patel16@email.com,+91-9931474607,37,Male,Nagpur,Maharashtra,India,440001,Regular,1 MM Dermaroller for Hair,Hair Care - Tools,DR-HAIR-1MM,1,499,10,49.9,67.36,566.47,Debit Card,Pending,Standard,50,Processing,,,,,Mobile App,Email Campaign,Yes,1,Gut Health Focus
ORD-10525,2025-09-30,16:42:25,CUST-5293,Rajesh Chatterjee,rajesh.chatterjee9@email.com,+91-9556891125,35,Male,Ahmedabad,Gujarat,India,380001,Regular,Advance Growmax Topical Solution (60ml),Hair Care - Topicals,AGRW-TOP-60,2,1099,0,0.0,329.7,2577.7,Debit Card,Completed,Standard,50,In Transit,,,,,Mobile App,Direct,No,12,Wellness Bundle
ORD-10526,2025-09-21,15:11:59,CUST-5386,Swati Reddy,swati.reddy49@email.com,+91-9487086243,32,Female,Surat,Gujarat,India,395001,Premium,Face & Body Cleansing Kit,Body Care - Kits,FB-CLN-KIT,1,799,0,0.0,119.85,968.85,Credit Card,Completed,Standard,50,Delivered,2025-09-29,8,5,Outstanding quality!,Mobile App,Google Ads,No,10,Immunity Boost
ORD-10527,2025-09-20,16:18:43,CUST-5095,Manju Agarwal,manju.agarwal76@email.com,+91-9616275137,24,Female,Varanasi,Uttar Pradesh,India,221001,Premium,Dandruff Treatment Kit - Sticky Scales,Hair Care - Kits,DTK-SS-001,1,1799,5,89.95,256.36,2065.41,COD,Completed,Express,100,Delivered,2025-09-24,4,5,Love it!,Website,Organic Search,Yes,1,Gut Health Focus
ORD-10528,2025-09-25,17:39:30,CUST-5468,Kiran Verma,kiran.verma91@email.com,+91-9410037016,47,Male,Ahmedabad,Gujarat,India,380001,Premium,Water Softener,Home Care,WTR-SOFT-001,1,1299,10,129.9,175.36,1394.46,Debit Card,Completed,Standard,50,Delivered,2025-09-29,4,3,Average quality.,Mobile App,Organic Search,No,16,Clear Skin October
ORD-10529,2025-09-14,11:54:25,CUST-5076,Arjun Pillai,arjun.pillai84@email.com,+91-9935820105,22,Male,Chennai,Tamil Nadu,India,600001,Premium,Super Blend - Nutrition Powder (504g),Nutrition Blends,SBL-504G-001,1,1899,10,189.9,256.36,2065.47,UPI,Completed,Express,100,Delivered,2025-09-18,4,3,Decent purchase.,Website,Email Campaign,No,13,Winter Prep
ORD-10530,2025-09-08,10:07:32,CUST-5152,Vishal Patel,vishal.patel53@email.com,+91-9539918805,24,Male,Thrissur,Kerala,India,680001,Regular,Advance Growmax Topical Solution (60ml),Hair Care - Topicals,AGRW-TOP-60,2,1099,0,0.0,329.7,2627.7,COD,Completed,Express,100,Delivered,2025-09-13,5,5,Excellent!,Website,Direct,Yes,1,New Customer Welcome
ORD-10531,2025-09-04,09:38:48,CUST-5006,Sridevi Chatterjee,sridevi.chatterjee12@email.com,+91-9613351358,25,Female,Kochi,Kerala,India,682001,Premium,Moderate Dandruff Kit,Hair Care - Kits,MDK-001,2,1499,10,299.8,404.73,3202.93,Credit Card,Completed,Express,100,Delivered,2025-09-06,2,5,Excellent!,Mobile App,Email Campaign,No,10,Summer Fitness
ORD-10532,2025-09-15,17:39:23,CUST-5114,Rahul Desai,rahul.desai84@email.com,+91-9953946859,23,Male,Ahmedabad,Gujarat,India,380001,Regular,Growmax Topical Solution (60ml),Hair Care - Topicals,GRW-TOP-60ML,3,899,10,269.7,364.1,2841.4,UPI,Completed,Standard,50,Delivered,2025-09-18,3,4,Works well.,Mobile App,Youtube,Yes,1,Advanced Wellness
ORD-10533,2025-09-05,13:33:13,CUST-5284,Ramesh Kapoor,ramesh.kapoor84@email.com,+91-9926499299,44,Male,Vadodara,Gujarat,India,390001,Premium,Multivitamin Gummies (60N) No Sugar,Gummies & Supplements,MLT-GUM-60N,1,799,0,0.0,119.85,1018.85,COD,Completed,Express,100,Delivered,2025-09-12,7,4,Good value for money.,Mobile App,Organic Search,No,7,Summer Fitness
ORD-10534,2025-09-28,15:53:11,CUST-5217,Anand Nair,anand.nair42@email.com,+91-9311508122,40,Male,Vadodara,Gujarat,India,390001,Regular,REJUV Niacinamide Serum,Skin Care - Serums,RJV-NIA-SER,1,799,0,0.0,119.85,1018.85,UPI,Completed,Express,100,Delivered,2025-10-01,3,5,Highly recommend!,Mobile App,Youtube,No,14,Fitness September
ORD-10535,2025-09-18,17:18:06,CUST-5138,Radha Verma,radha.verma74@email.com,+91-9768175412,27,Female,Thrissur,Kerala,India,680001,Premium,DHT Blocking Shampoo (300ml),Hair Care - Shampoos,DHT-SHP-300,1,649,5,32.45,92.48,759.03,UPI,Completed,Standard,50,Delivered,2025-09-21,3,5,Highly recommend!,Website,Direct,No,2,Immunity Boost
ORD-10536,2025-09-21,12:49:42,CUST-5047,Asha Chatterjee,asha.chatterjee17@email.com,+91-9631035767,31,Female,Indore,Madhya Pradesh,India,452001,Regular,Growmax Topical Solution + Activator (Derma Roller),Hair Care - Kits,GRW-ACT-KIT,1,1399,5,69.95,199.36,1628.41,Debit Card,Completed,Express,100,Delivered,2025-09-28,7,4,Good value for money.,Website,Google Ads,No,15,Gut Health Focus
ORD-10537,2025-09-14,12:36:33,CUST-5133,Madhavi Pillai,madhavi.pillai16@email.com,+91-9898554872,34,Female,Chandigarh,Chandigarh,India,160001,Regular,Daily Hygiene Kit,Body Care - Kits,DLY-HYG-KIT,1,699,0,0.0,104.85,853.85,COD,Completed,Standard,50,Delivered,2025-09-16,2,4,Good value for money.,Website,Google Ads,No,16,Premium Protein
ORD-10538,2025-09-04,09:04:17,CUST-5500,Rekha Rao,rekha.rao81@email.com,+91-9060682488,45,Female,Visakhapatnam,Andhra Pradesh,India,530001,Regular,Beard Development Kit for 22-28,Beard Care - Kits,BRD-DEV-2228,3,2199,5,329.85,940.07,7257.22,UPI,Completed,Standard,50,Delivered,2025-09-11,7,3,Okay product.,Mobile App,Organic Search,Yes,1,Hair Growth Challenge
ORD-10539,2025-09-11,13:37:46,CUST-5232,Sunil Pillai,sunil.pillai73@email.com,+91-9626756311,32,Male,Ahmedabad,Gujarat,India,380001,Premium,Advanced Growmax + Activator (Derma Roller),Hair Care - Kits,AGW-ACT-DR,2,1599,0,0.0,479.7,3727.7,UPI,Completed,Standard,50,Delivered,2025-09-18,7,5,Outstanding quality!,Website,Google Ads,No,6,Hydration Hero
ORD-10540,2025-09-21,15:13:39,CUST-5196,Swati Singh,swati.singh18@email.com,+91-9616778692,25,Female,Ahmedabad,Gujarat,India,380001,Regular,Advance Magnesium Care,Body Care,ADV-MAG-001,1,999,10,99.9,134.87,1083.97,UPI,Completed,Standard,50,Delivered,2025-09-26,5,5,Amazing product!,Mobile App,Google Ads,No,16,Beard Goals
ORD-10541,2025-09-05,11:53:06,CUST-5277,Ganesh Mehta,ganesh.mehta71@email.com,+91-9076995180,39,Male,Delhi,Delhi,India,110001,Regular,Advance Growmax Topical Solution (60ml),Hair Care - Topicals,AGRW-TOP-60,1,1099,15,164.85,140.12,1124.27,COD,Completed,Standard,50,Delivered,2025-09-09,4,5,Amazing product!,Mobile App,Email Campaign,No,5,Bulk Buy September
ORD-10542,2025-09-16,14:09:40,CUST-5059,Divya Sharma,divya.sharma82@email.com,+91-9281658928,37,Female,Vijayawada,Andhra Pradesh,India,520001,Premium,Super Blend - Nutrition Powder (504g),Nutrition Blends,SBL-504G-001,1,1899,10,189.9,256.36,2015.46,UPI,Completed,Standard,50,Delivered,2025-09-21,5,5,Amazing product!,Mobile App,Direct,No,2,Beard Goals
ORD-10543,2025-09-26,11:38:33,CUST-5277,Savitha Sharma,savitha.sharma56@email.com,+91-9575210026,41,Female,Chandigarh,Chandigarh,India,160001,Regular,Shilajit Gummies (1 Month Pack),Gummies & Supplements,SHI-GUM-30D,1,999,20,199.8,119.88,1019.08,COD,Completed,Express,100,Delivered,2025-10-02,6,4,Happy with purchase.,Mobile App,Organic Search,No,1,Hydration Hero
ORD-10544,2025-09-18,13:20:57,CUST-5384,Arjun Nair,arjun.nair83@email.com,+91-9096169344,26,Male,Nashik,Maharashtra,India,422001,Regular,Biotin Hair Gummies (90N) No Added Sugar,Hair Care - Supplements,BIO-GUM-90N,2,1299,0,0.0,389.7,3037.7,COD,Completed,Standard,50,Delivered,2025-09-20,2,5,Excellent!,Mobile App,Email Campaign,No,3,Quick Start Pack
ORD-10545,2025-09-27,12:48:54,CUST-5459,Kavita Chatterjee,kavita.chatterjee19@email.com,+91-9906921419,35,Female,Gurgaon,Haryana,India,122001,Regular,Beard Activator Kit,Beard Care - Kits,BRD-ACT-001,1,1999,20,399.8,239.88,1939.08,COD,Completed,Express,100,Delivered,2025-10-01,4,5,Amazing product!,Mobile App,Direct,Yes,1,Hydration Hero
ORD-10546,2025-09-17,14:44:25,CUST-5487,Suresh Nair,suresh.nair21@email.com,+91-9827183475,33,Male,Ahmedabad,Gujarat,India,380001,Premium,Advance Growmax Topical Solution (60ml),Hair Care - Topicals,AGRW-TOP-60,1,1099,0,0.0,164.85,1313.85,Debit Card,Completed,Standard,50,Delivered,2025-09-20,3,5,Outstanding quality!,Website,Email Campaign,No,17,Bulk Buy September
ORD-10547,2025-09-15,14:23:07,CUST-5249,Vinod Singh,vinod.singh38@email.com,+91-9094155179,49,Male,Coimbatore,Tamil Nadu,India,641001,Regular,Derma Roller for Skin,Tools & Accessories,DR-SKIN-001,2,449,0,0.0,134.7,1082.7,Credit Card,Completed,Standard,50,Delivered,2025-09-19,4,3,Average quality.,Website,Organic Search,No,17,Beard Goals
ORD-10548,2025-09-18,16:47:12,CUST-5246,Sunil Iyer,sunil.iyer58@email.com,+91-9852525242,23,Male,Visakhapatnam,Andhra Pradesh,India,530001,Regular,Underarm Roll On Deo,Body Care - Hygiene,UND-DEO-001,1,299,10,29.9,40.37,409.47,Debit Card,Completed,Express,100,Delivered,2025-09-26,8,5,Amazing product!,Website,Youtube,Yes,1,Advanced Wellness
ORD-10549,2025-09-24,15:50:47,CUST-5085,Arjun Sharma,arjun.sharma2@email.com,+91-9696790556,45,Male,Kochi,Kerala,India,682001,Regular,Beard Activator Kit,Beard Care - Kits,BRD-ACT-001,3,1999,10,599.7,809.6,6306.9,UPI,Completed,Express,100,Delivered,2025-10-01,7,5,Best purchase!,Mobile App,Google Ads,No,3,Monsoon Care
